CONTAINER ID,NAME,CPU %,MEM USAGE / LIMIT,MEM %,NET I/O,BLOCK I/O,PIDS
a89bf687d13c,r_agent,0.28%,139.6MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.18%,18.15MiB/31.09GiB,0.06%,115kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.15%,17.34MiB/31.09GiB,0.05%,31.9kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.00%,20.83MiB/31.09GiB,0.07%,105kB/164kB,0B/0B,11
578fdb9b6717,oai-smf,0.01%,19.05MiB/31.09GiB,0.06%,49.7kB/61.4kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,19.84MiB/31.09GiB,0.06%,265kB/255kB,0B/0B,15
7218321e4e90,oai-udm,0.18%,17.73MiB/31.09GiB,0.06%,44.2kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.01%,39.62MiB/31.09GiB,0.12%,2.63MB/1.26MB,0B/0B,1
ae395bc92632,oai-nrf,0.22%,17.62MiB/31.09GiB,0.06%,87.2kB/39.2kB,0B/0B,7
e915d098e124,mysql,0.14%,404.4MiB/31.09GiB,1.27%,913kB/2.31MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.45MiB/31.09GiB,0.04%,12.9kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.26%,46.7MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,4
83d0496cd3f3,nms-front-app,0.00%,27.86MiB/31.09GiB,0.09%,30.6kB/11.3kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,142.60%,764MiB/31.09GiB,2.40%,48.6MB/49.6MB,298MB/474MB,54
a89bf687d13c,r_agent,0.33%,139.7MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,1.81%,18.27MiB/31.09GiB,0.06%,115kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.22%,17.38MiB/31.09GiB,0.05%,31.9kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.00%,21.02MiB/31.09GiB,0.07%,106kB/167kB,0B/0B,11
578fdb9b6717,oai-smf,0.00%,19.2MiB/31.09GiB,0.06%,50.1kB/62.4kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,19.99MiB/31.09GiB,0.06%,265kB/256kB,0B/0B,15
7218321e4e90,oai-udm,0.18%,17.64MiB/31.09GiB,0.06%,44.2kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.28%,39.63MiB/31.09GiB,0.12%,2.68MB/1.29MB,0B/0B,1
ae395bc92632,oai-nrf,0.18%,17.63MiB/31.09GiB,0.06%,88.7kB/39.9kB,0B/0B,7
e915d098e124,mysql,0.31%,404.4MiB/31.09GiB,1.27%,931kB/2.35MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.52MiB/31.09GiB,0.04%,12.9kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.62%,46.81MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,1
83d0496cd3f3,nms-front-app,0.00%,27.86MiB/31.09GiB,0.09%,30.6kB/11.3kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,141.73%,763.9MiB/31.09GiB,2.40%,48.8MB/49.8MB,298MB/475MB,54
a89bf687d13c,r_agent,0.52%,139.8MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.19%,18.19MiB/31.09GiB,0.06%,115kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.16%,17.38MiB/31.09GiB,0.05%,31.9kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.01%,20.97MiB/31.09GiB,0.07%,106kB/169kB,0B/0B,11
578fdb9b6717,oai-smf,0.00%,19.2MiB/31.09GiB,0.06%,50.6kB/63.4kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,19.99MiB/31.09GiB,0.06%,266kB/257kB,0B/0B,15
7218321e4e90,oai-udm,0.19%,17.64MiB/31.09GiB,0.06%,44.2kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.01%,39.64MiB/31.09GiB,0.12%,2.71MB/1.3MB,0B/0B,1
ae395bc92632,oai-nrf,0.17%,17.63MiB/31.09GiB,0.06%,90.3kB/40.7kB,0B/0B,7
e915d098e124,mysql,0.15%,404.4MiB/31.09GiB,1.27%,942kB/2.38MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.52MiB/31.09GiB,0.04%,12.9kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.23%,47.09MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,4
83d0496cd3f3,nms-front-app,0.00%,27.86MiB/31.09GiB,0.09%,30.6kB/11.3kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,136.41%,763.9MiB/31.09GiB,2.40%,48.9MB/50MB,298MB/477MB,54
a89bf687d13c,r_agent,0.57%,139.8MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.18%,18.28MiB/31.09GiB,0.06%,115kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.12%,17.51MiB/31.09GiB,0.06%,31.9kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.00%,21.19MiB/31.09GiB,0.07%,108kB/172kB,0B/0B,11
578fdb9b6717,oai-smf,0.00%,19.3MiB/31.09GiB,0.06%,50.6kB/63.4kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,19.93MiB/31.09GiB,0.06%,266kB/257kB,0B/0B,15
7218321e4e90,oai-udm,0.16%,17.75MiB/31.09GiB,0.06%,44.2kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.26%,39.76MiB/31.09GiB,0.12%,2.77MB/1.33MB,0B/0B,1
ae395bc92632,oai-nrf,0.17%,17.68MiB/31.09GiB,0.06%,90.3kB/40.7kB,0B/0B,7
e915d098e124,mysql,0.25%,404.4MiB/31.09GiB,1.27%,960kB/2.43MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.55MiB/31.09GiB,0.04%,12.9kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.59%,46.51MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,1
83d0496cd3f3,nms-front-app,0.00%,27.86MiB/31.09GiB,0.09%,30.6kB/11.3kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,135.46%,763.9MiB/31.09GiB,2.40%,49.1MB/50.2MB,298MB/479MB,54
a89bf687d13c,r_agent,0.62%,139.7MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.24%,18.36MiB/31.09GiB,0.06%,115kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.20%,17.54MiB/31.09GiB,0.06%,31.9kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.00%,21.19MiB/31.09GiB,0.07%,108kB/174kB,0B/0B,11
578fdb9b6717,oai-smf,0.00%,19.36MiB/31.09GiB,0.06%,51kB/64.4kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,19.96MiB/31.09GiB,0.06%,266kB/257kB,0B/0B,15
7218321e4e90,oai-udm,0.25%,17.66MiB/31.09GiB,0.06%,44.2kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.01%,39.64MiB/31.09GiB,0.12%,2.8MB/1.34MB,0B/0B,1
ae395bc92632,oai-nrf,0.20%,17.77MiB/31.09GiB,0.06%,91.9kB/41.4kB,0B/0B,7
e915d098e124,mysql,0.18%,404.4MiB/31.09GiB,1.27%,970kB/2.45MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.55MiB/31.09GiB,0.04%,12.9kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.19%,46.83MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,4
83d0496cd3f3,nms-front-app,0.00%,27.86MiB/31.09GiB,0.09%,30.6kB/11.3kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,144.46%,763.7MiB/31.09GiB,2.40%,49.3MB/50.4MB,298MB/481MB,54
a89bf687d13c,r_agent,0.50%,139.7MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.23%,18.4MiB/31.09GiB,0.06%,115kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.18%,17.56MiB/31.09GiB,0.06%,31.9kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.00%,21.29MiB/31.09GiB,0.07%,110kB/177kB,0B/0B,11
578fdb9b6717,oai-smf,0.00%,19.38MiB/31.09GiB,0.06%,51.5kB/65.4kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,1.16%,20.02MiB/31.09GiB,0.06%,266kB/258kB,0B/0B,15
7218321e4e90,oai-udm,0.22%,17.71MiB/31.09GiB,0.06%,44.2kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.35%,39.65MiB/31.09GiB,0.12%,2.85MB/1.37MB,0B/0B,1
ae395bc92632,oai-nrf,0.18%,17.82MiB/31.09GiB,0.06%,93.5kB/42.1kB,0B/0B,7
e915d098e124,mysql,0.27%,404.4MiB/31.09GiB,1.27%,988kB/2.5MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.63MiB/31.09GiB,0.04%,12.9kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.46%,46.84MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,1
83d0496cd3f3,nms-front-app,0.01%,27.87MiB/31.09GiB,0.09%,30.7kB/11.4kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,138.47%,763.7MiB/31.09GiB,2.40%,49.5MB/50.6MB,298MB/483MB,54
a89bf687d13c,r_agent,0.62%,139.7MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.19%,18.4MiB/31.09GiB,0.06%,115kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.20%,17.56MiB/31.09GiB,0.06%,32.1kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.00%,21.26MiB/31.09GiB,0.07%,110kB/179kB,0B/0B,11
578fdb9b6717,oai-smf,0.00%,19.38MiB/31.09GiB,0.06%,52.1kB/66.4kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,20.02MiB/31.09GiB,0.06%,267kB/259kB,0B/0B,15
7218321e4e90,oai-udm,0.18%,17.71MiB/31.09GiB,0.06%,44.4kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.01%,39.66MiB/31.09GiB,0.12%,2.88MB/1.38MB,0B/0B,1
ae395bc92632,oai-nrf,0.23%,17.82MiB/31.09GiB,0.06%,95.3kB/42.9kB,0B/0B,7
e915d098e124,mysql,0.13%,404.4MiB/31.09GiB,1.27%,999kB/2.53MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.63MiB/31.09GiB,0.04%,13.1kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.14%,47.04MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,4
83d0496cd3f3,nms-front-app,0.01%,27.88MiB/31.09GiB,0.09%,31.1kB/11.6kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,128.57%,763.7MiB/31.09GiB,2.40%,49.7MB/50.8MB,298MB/484MB,54
a89bf687d13c,r_agent,0.29%,139.6MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.20%,18.48MiB/31.09GiB,0.06%,116kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.19%,17.58MiB/31.09GiB,0.06%,32.5kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.00%,21.33MiB/31.09GiB,0.07%,112kB/182kB,0B/0B,11
578fdb9b6717,oai-smf,0.00%,19.42MiB/31.09GiB,0.06%,52.5kB/66.4kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,20.23MiB/31.09GiB,0.06%,268kB/259kB,0B/0B,15
7218321e4e90,oai-udm,0.17%,17.72MiB/31.09GiB,0.06%,44.8kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.29%,39.76MiB/31.09GiB,0.12%,2.93MB/1.41MB,0B/0B,1
ae395bc92632,oai-nrf,0.21%,17.91MiB/31.09GiB,0.06%,95.7kB/42.9kB,0B/0B,7
e915d098e124,mysql,0.31%,404.4MiB/31.09GiB,1.27%,1.02MB/2.57MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.66MiB/31.09GiB,0.04%,13.5kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.64%,46.62MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,1
83d0496cd3f3,nms-front-app,0.00%,27.89MiB/31.09GiB,0.09%,31.3kB/11.7kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,133.60%,763.7MiB/31.09GiB,2.40%,49.9MB/51MB,298MB/486MB,54
a89bf687d13c,r_agent,0.59%,139.6MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.20%,18.58MiB/31.09GiB,0.06%,116kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.20%,17.62MiB/31.09GiB,0.06%,33.2kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.03%,21.32MiB/31.09GiB,0.07%,115kB/186kB,0B/0B,11
578fdb9b6717,oai-smf,0.00%,19.46MiB/31.09GiB,0.06%,53.6kB/67.5kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,20.15MiB/31.09GiB,0.06%,269kB/259kB,0B/0B,15
7218321e4e90,oai-udm,0.16%,17.75MiB/31.09GiB,0.06%,45.6kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.37%,39.82MiB/31.09GiB,0.13%,2.98MB/1.43MB,0B/0B,1
ae395bc92632,oai-nrf,0.16%,17.98MiB/31.09GiB,0.06%,97.9kB/43.6kB,0B/0B,7
e915d098e124,mysql,0.23%,404.5MiB/31.09GiB,1.27%,1.03MB/2.61MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.67MiB/31.09GiB,0.04%,14.2kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.63%,46.87MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,2
83d0496cd3f3,nms-front-app,0.00%,27.89MiB/31.09GiB,0.09%,32.3kB/11.9kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,151.26%,763.7MiB/31.09GiB,2.40%,50.1MB/51.2MB,298MB/487MB,54
a89bf687d13c,r_agent,0.66%,139.7MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.23%,18.63MiB/31.09GiB,0.06%,116kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.20%,17.69MiB/31.09GiB,0.06%,33.2kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.00%,21.5MiB/31.09GiB,0.07%,115kB/188kB,0B/0B,11
578fdb9b6717,oai-smf,0.00%,19.57MiB/31.09GiB,0.06%,54kB/68.5kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,20.22MiB/31.09GiB,0.06%,270kB/261kB,0B/0B,15
7218321e4e90,oai-udm,0.21%,17.79MiB/31.09GiB,0.06%,45.6kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.34%,39.71MiB/31.09GiB,0.12%,3.02MB/1.45MB,0B/0B,1
ae395bc92632,oai-nrf,0.19%,18MiB/31.09GiB,0.06%,99.5kB/44.4kB,0B/0B,7
e915d098e124,mysql,0.23%,404.5MiB/31.09GiB,1.27%,1.05MB/2.65MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.67MiB/31.09GiB,0.04%,14.2kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.70%,47.26MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,4
83d0496cd3f3,nms-front-app,0.00%,27.89MiB/31.09GiB,0.09%,32.4kB/12kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,155.77%,763.8MiB/31.09GiB,2.40%,50.3MB/51.4MB,298MB/489MB,54
a89bf687d13c,r_agent,0.56%,139.6MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.23%,18.63MiB/31.09GiB,0.06%,116kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.15%,17.69MiB/31.09GiB,0.06%,33.2kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.03%,21.4MiB/31.09GiB,0.07%,116kB/191kB,0B/0B,11
578fdb9b6717,oai-smf,0.04%,19.61MiB/31.09GiB,0.06%,54.5kB/69.5kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,20.22MiB/31.09GiB,0.06%,270kB/262kB,0B/0B,15
7218321e4e90,oai-udm,0.18%,17.79MiB/31.09GiB,0.06%,45.6kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.38%,39.72MiB/31.09GiB,0.12%,3.06MB/1.47MB,0B/0B,1
ae395bc92632,oai-nrf,0.24%,18MiB/31.09GiB,0.06%,101kB/45.1kB,0B/0B,7
e915d098e124,mysql,0.25%,404.5MiB/31.09GiB,1.27%,1.06MB/2.68MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.67MiB/31.09GiB,0.04%,14.2kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.55%,46.97MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,1
83d0496cd3f3,nms-front-app,0.00%,27.89MiB/31.09GiB,0.09%,32.4kB/12kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,131.04%,763.8MiB/31.09GiB,2.40%,50.5MB/51.6MB,298MB/491MB,54
a89bf687d13c,r_agent,0.63%,139.7MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.22%,18.69MiB/31.09GiB,0.06%,116kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.14%,17.78MiB/31.09GiB,0.06%,33.2kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.00%,21.47MiB/31.09GiB,0.07%,117kB/193kB,0B/0B,11
578fdb9b6717,oai-smf,0.00%,19.65MiB/31.09GiB,0.06%,54.5kB/69.5kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,20.05MiB/31.09GiB,0.06%,270kB/262kB,0B/0B,15
7218321e4e90,oai-udm,0.22%,17.84MiB/31.09GiB,0.06%,45.6kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.29%,39.72MiB/31.09GiB,0.12%,3.1MB/1.49MB,0B/0B,1
ae395bc92632,oai-nrf,0.17%,18.02MiB/31.09GiB,0.06%,101kB/45.1kB,0B/0B,7
e915d098e124,mysql,0.23%,404.5MiB/31.09GiB,1.27%,1.08MB/2.72MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.67MiB/31.09GiB,0.04%,14.2kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.90%,46.77MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,4
83d0496cd3f3,nms-front-app,0.00%,27.89MiB/31.09GiB,0.09%,32.4kB/12kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,130.69%,763.8MiB/31.09GiB,2.40%,50.7MB/51.8MB,298MB/492MB,54
a89bf687d13c,r_agent,0.71%,139.6MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.20%,18.7MiB/31.09GiB,0.06%,116kB/50.6kB,0B/0B,7
5202830792c1,oai-ausf,0.21%,17.85MiB/31.09GiB,0.06%,33.2kB/20.1kB,0B/0B,7
b6700381562a,oai-amf,0.03%,21.52MiB/31.09GiB,0.07%,118kB/196kB,0B/0B,11
578fdb9b6717,oai-smf,0.00%,19.66MiB/31.09GiB,0.06%,55kB/70.5kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,20.09MiB/31.09GiB,0.06%,271kB/263kB,0B/0B,15
7218321e4e90,oai-udm,0.19%,17.88MiB/31.09GiB,0.06%,45.6kB/33.3kB,0B/0B,7
125fb38de96f,cn-agent,0.41%,39.84MiB/31.09GiB,0.13%,3.14MB/1.51MB,0B/0B,1
ae395bc92632,oai-nrf,0.22%,17.86MiB/31.09GiB,0.06%,103kB/45.8kB,0B/0B,7
e915d098e124,mysql,0.37%,404.5MiB/31.09GiB,1.27%,1.09MB/2.76MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.67MiB/31.09GiB,0.04%,14.2kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.97%,46.72MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,1
83d0496cd3f3,nms-front-app,0.00%,27.89MiB/31.09GiB,0.09%,32.4kB/12kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,135.67%,763.8MiB/31.09GiB,2.40%,50.9MB/52MB,298MB/494MB,54
a89bf687d13c,r_agent,1.07%,139.8MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.42%,18.7MiB/31.09GiB,0.06%,126kB/54.5kB,0B/0B,7
5202830792c1,oai-ausf,0.26%,17.93MiB/31.09GiB,0.06%,35.8kB/22.7kB,0B/0B,7
b6700381562a,oai-amf,0.00%,21.5MiB/31.09GiB,0.07%,122kB/200kB,0B/0B,11
578fdb9b6717,oai-smf,0.00%,19.76MiB/31.09GiB,0.06%,55.6kB/71.5kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,20.14MiB/31.09GiB,0.06%,271kB/263kB,0B/0B,15
7218321e4e90,oai-udm,0.24%,17.91MiB/31.09GiB,0.06%,49.4kB/37.3kB,0B/0B,7
125fb38de96f,cn-agent,0.39%,39.73MiB/31.09GiB,0.12%,3.19MB/1.53MB,0B/0B,1
ae395bc92632,oai-nrf,0.23%,17.86MiB/31.09GiB,0.06%,104kB/46.6kB,0B/0B,7
e915d098e124,mysql,0.32%,404.5MiB/31.09GiB,1.27%,1.11MB/2.8MB,201kB/283MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.67MiB/31.09GiB,0.04%,14.3kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.58%,46.86MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,4
83d0496cd3f3,nms-front-app,0.00%,27.89MiB/31.09GiB,0.09%,32.4kB/12kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,186.83%,763.8MiB/31.09GiB,2.40%,51.1MB/52.1MB,298MB/496MB,54
a89bf687d13c,r_agent,0.71%,139.7MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.42%,18.7MiB/31.09GiB,0.06%,144kB/62.6kB,0B/0B,7
5202830792c1,oai-ausf,0.38%,17.99MiB/31.09GiB,0.06%,41kB/27.8kB,0B/0B,7
b6700381562a,oai-amf,0.03%,21.55MiB/31.09GiB,0.07%,131kB/209kB,0B/0B,11
578fdb9b6717,oai-smf,0.00%,19.77MiB/31.09GiB,0.06%,57.6kB/74.3kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,20.14MiB/31.09GiB,0.06%,272kB/264kB,0B/0B,15
7218321e4e90,oai-udm,0.31%,17.92MiB/31.09GiB,0.06%,57kB/45.3kB,0B/0B,7
125fb38de96f,cn-agent,0.58%,39.86MiB/31.09GiB,0.13%,3.23MB/1.55MB,0B/0B,1
ae395bc92632,oai-nrf,0.40%,17.86MiB/31.09GiB,0.06%,106kB/47.3kB,0B/0B,7
e915d098e124,mysql,0.61%,404.6MiB/31.09GiB,1.27%,1.12MB/2.85MB,201kB/284MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.67MiB/31.09GiB,0.04%,14.3kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.91%,46.86MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,1
83d0496cd3f3,nms-front-app,0.00%,27.89MiB/31.09GiB,0.09%,32.4kB/12kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,148.81%,763.9MiB/31.09GiB,2.40%,51.3MB/52.3MB,298MB/498MB,54
a89bf687d13c,r_agent,0.83%,139.7MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.19%,18.74MiB/31.09GiB,0.06%,170kB/73.7kB,0B/0B,7
5202830792c1,oai-ausf,0.23%,18MiB/31.09GiB,0.06%,47.6kB/34.4kB,0B/0B,7
b6700381562a,oai-amf,0.00%,21.55MiB/31.09GiB,0.07%,141kB/219kB,0B/0B,11
578fdb9b6717,oai-smf,0.00%,19.83MiB/31.09GiB,0.06%,61kB/77.9kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.00%,20.18MiB/31.09GiB,0.06%,272kB/264kB,0B/0B,15
7218321e4e90,oai-udm,0.25%,18.09MiB/31.09GiB,0.06%,67.2kB/55.9kB,0B/0B,7
125fb38de96f,cn-agent,0.28%,39.86MiB/31.09GiB,0.13%,3.27MB/1.57MB,0B/0B,1
ae395bc92632,oai-nrf,0.31%,17.86MiB/31.09GiB,0.06%,106kB/47.3kB,0B/0B,7
e915d098e124,mysql,0.29%,404.7MiB/31.09GiB,1.27%,1.14MB/2.9MB,201kB/285MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.67MiB/31.09GiB,0.04%,14.3kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,1.97%,46.92MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,4
83d0496cd3f3,nms-front-app,0.00%,27.89MiB/31.09GiB,0.09%,32.4kB/12kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,148.11%,763.9MiB/31.09GiB,2.40%,51.5MB/52.5MB,298MB/501MB,54
a89bf687d13c,r_agent,0.98%,139.7MiB/31.09GiB,0.44%,0B/0B,58MB/0B,49
ef3f5b7d89cf,oai-udr,0.30%,18.79MiB/31.09GiB,0.06%,170kB/73.7kB,0B/0B,7
5202830792c1,oai-ausf,0.24%,18.14MiB/31.09GiB,0.06%,47.6kB/34.4kB,0B/0B,7
b6700381562a,oai-amf,0.31%,21.43MiB/31.09GiB,0.07%,152kB/231kB,0B/0B,11
578fdb9b6717,oai-smf,0.27%,20.04MiB/31.09GiB,0.06%,69.2kB/88.6kB,0B/0B,13
164ab8e58687,oai-spgwu-tiny,0.28%,20.2MiB/31.09GiB,0.06%,319kB/310kB,0B/0B,15
7218321e4e90,oai-udm,0.20%,18.14MiB/31.09GiB,0.06%,67.2kB/55.9kB,0B/0B,7
125fb38de96f,cn-agent,0.38%,39.75MiB/31.09GiB,0.12%,3.31MB/1.59MB,0B/0B,1
ae395bc92632,oai-nrf,0.21%,17.89MiB/31.09GiB,0.06%,108kB/48.1kB,0B/0B,7
e915d098e124,mysql,0.26%,404.7MiB/31.09GiB,1.27%,1.16MB/2.94MB,201kB/285MB,40
b2bc12d8ebed,oai-ext-dn,0.00%,12.67MiB/31.09GiB,0.04%,14.3kB/0B,0B/0B,3
4359e12d5d64,nms-api-app,2.15%,46.57MiB/31.09GiB,0.15%,0B/0B,37.3MB/0B,2
83d0496cd3f3,nms-front-app,0.00%,27.89MiB/31.09GiB,0.09%,32.4kB/12kB,12.3MB/4.1kB,25
1d8edff61cb4,nms-db-sql,151.57%,763.9MiB/31.09GiB,2.40%,51.7MB/52.7MB,298MB/503MB,54
